RoarPyWaypoint(location=array([-283.79998779,  391.69998169,    0.59999996]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.91985925]), lane_width=12.0)
RoarPyWaypoint(location=array([-351.78201294, -198.25804138,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-351.71530151, -196.25915527,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-351.64859009, -194.26026917,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-351.58187866, -192.26138306,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-351.51516724, -190.26249695,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-351.44845581, -188.26361084,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-351.38174438, -186.26472473,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-351.31500244, -184.26583862,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-351.24829102, -182.26695251,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-351.18157959, -180.26806641,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-351.11486816, -178.26916504,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-351.04815674, -176.27029419,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-350.98144531, -174.27139282,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-350.91473389, -172.27252197,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-350.84802246, -170.27362061,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-350.78131104, -168.27474976,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-350.71456909, -166.27584839,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-350.64785767, -164.27696228,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-350.58114624, -162.27807617,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-350.51443481, -160.27919006,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-350.44772339, -158.28030396,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-350.38101196, -156.28141785,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-350.31430054, -154.28253174,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-350.24758911, -152.28364563,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-350.18087769, -150.28475952,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-350.11413574, -148.28585815,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-350.04742432, -146.2869873 ,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-349.98071289, -144.28808594,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-349.91400146, -142.28921509,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-349.84729004, -140.29031372,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-349.78057861, -138.29144287,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-349.71386719, -136.2925415 ,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-349.64715576, -134.29367065,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-349.58044434, -132.29476929,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-349.51370239, -130.29588318,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-349.44699097, -128.29699707,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-349.38027954, -126.29811096,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-349.31356812, -124.29922485,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-349.24685669, -122.30033875,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-349.18014526, -120.30145264,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-349.11343384, -118.30256653,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-349.04672241, -116.30368042,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-348.98001099, -114.30479431,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-348.91326904, -112.30590057,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-348.84655762, -110.30702209,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-348.77984619, -108.30813599,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-348.71313477, -106.30924988,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-348.64642334, -104.31036377,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-348.57971191, -102.3114624 ,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-348.51300049, -100.31257629,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-348.44628906,  -98.31369019,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-348.37957764,  -96.31480408,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-348.31283569,  -94.31591797,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-348.24612427,  -92.31703186,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-348.17941284,  -90.31814575,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-348.11270142,  -88.31925964,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-348.04598999,  -86.32037354,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-347.97927856,  -84.32148743,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-347.91256714,  -82.32260132,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-347.84585571,  -80.32371521,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-347.77914429,  -78.3248291 ,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-347.71240234,  -76.32594299,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-347.64569092,  -74.32705688,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-347.57897949,  -72.32817078,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-347.51226807,  -70.32928467,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-347.44555664,  -68.3303833 ,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-347.37884521,  -66.33149719,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-347.31213379,  -64.33261108,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-347.24542236,  -62.33372498,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-347.17871094,  -60.33483887,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-347.11196899,  -58.33595276,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-347.04525757,  -56.33706665,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-346.97854614,  -54.33818054,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-346.91183472,  -52.33929443,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-346.84512329,  -50.34040833,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-346.77841187,  -48.34152222,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-346.71170044,  -46.34263611,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-346.64498901,  -44.34375   ,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-346.57824707,  -42.34486389,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-346.51153564,  -40.34597778,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-346.44482422,  -38.34709167,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-346.37811279,  -36.34820557,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-346.31140137,  -34.34931946,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-346.24468994,  -32.35041809,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-346.17797852,  -30.35153198,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-346.11126709,  -28.35264587,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-346.04455566,  -26.35375977,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-345.97781372,  -24.35487366,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-345.91110229,  -22.35598755,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-345.84439087,  -20.35710144,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-345.77767944,  -18.35821533,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-345.71096802,  -16.35932922,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-345.64425659,  -14.36044312,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-345.57754517,  -12.36155701,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
RoarPyWaypoint(location=array([-345.51083374,  -10.3626709 ,    0.        ]), roll_pitch_yaw=array([ 0.        , -0.        ,  1.53743264]), lane_width=12.000025749206543)
